,Date,Title,Link,Director,Cast,Production,Reception,Plot,Writer,Music Director,Cinematographer,Reception Sentiment,Month,Reception Score,TSNE-2D-one,TSNE-2D-two
105,2023-06-16,Bommai,/wiki/Bommai_(2023_film),Radha Mohan,"S. J. Surya,Priya Bhavani Shankar,Chandini Tamilarasan",Angel Studios,"Logesh Balachandran ofThe Times of Indiagave the film 2 out of 5 stars and wrote, ""Bommai could have been yet another good film in Radha Mohan's filmography if he had worked a bit on incorporating some real conflicts.""[14]Janani K ofIndia Todaygave it 1 out of 5 stars and considered the film to be strange with cliched concepts and unintended humor.[15]Kirubhakar Purushothaman ofThe Indian Expressgave it 1 out of 5 stars and raised similar criticisms as theIndia Todayreview, adding the film suffers from ""horrendous execution"".[16]Bharathy Singaravel ofThe News Minutegave it 1 out of 5 stars noting its ""ham-fisted representation of mental health disorders"".[17]","Rajkumar ""Raju"" works as a labourer in a factory wheremannequinsare made. One day, Raju falls in love while making one such mannequin. He thinks that the mannequin is his long-lost love Nandhini. Then one day, the owner of the factory exports the same mannequins for shopping malls; from here the story continues.",M. R. Pon Parthiban,Yuvan Shankar Raja,Richard M. Nathan,-0.7717,6,1,-0.09818171,8.511546
106,2023-06-16,Erumbu,/wiki/Erumbu,Suresh G,"Charle,M. S. Bhaskar,George Maryan",Mandru GVS Productions,"Logesh Balachandran ofThe Times of Indiagave the film 3 out of 5 stars and wrote, ""Erumbuis a must-watch for anyone who appreciates a simple story with good intentions.""[11]Jayabhuvaneshwari B ofCinema Expressgave it 2 out of 5 stars and wrote, ""The film's story is as predictable as one of your own.""[12]","A young boy, Muthu, loses a one-gram ring and sets out to find it before his family returns house. Throughout the journey, his sister Pachamma and a friend support him.",Suresh G,Arun Raj,K. S. Kalidass,0.7351,6,5,-1.9717247,4.3667903
107,2023-06-23,Asvins,/wiki/Asvins_(film),Tarun Teja,"Vasanth Ravi,Vimala Raman, Muralidaran",Sri Venkateswara Cine Chitra,"Gopinath Rajendran ofThe Hinduwrote, ""Despite the shallow story with tried-and-tested tropes,Asvinsimpresses with its technical aspects and as a scary movie that does justice to its genre.""[14]Logesh Balachandran ofThe Times of Indiagave the film 2.5 out of 5 stars and wrote, ""Asvinsis quite interesting in terms of ideas, but the main issue is that they don't come together as a whole.""[15]Manigandan K. R. ofThe South Firstgave the film 3 out of 5 stars and wrote, ""Asvinsis a reasonably well-made engaging horror thriller that works, if you have the patience to sit through right till the end.""[16]","The movie begins with a flashback depicting a folk tale about a boy being saved byAshwini Kumarsand being given a boon that other than natural causes, he shall not die in any way.",,Vijay Siddharth,A. M. Edwin Sakay,-0.0653,6,3,-0.2894978,4.9109426
108,2023-06-23,Azhagiya Kanne,/wiki/Azhagiya_Kanne_(2023_film),R. Vijayakumar,"Leo Sivakumar,Sanchita Shetty,Singampuli",Esthell Entertainers,"The film was released on 23 June 2023 across Tamil Nadu. Reviewing the film, a critic fromTimes of Indiawrote ""the film's intentions are good in places, but the writing is weak and lacks surprises or twists"".[4]A critic fromFilmibeatnoted ""The predictable screenplay keeps the film from making a big impact"".[5]Reviewers from newspapersThe HinduandThinaboomialso provided the film with middling reviews.[6][7]",,,N. R. Raghunanthan,Ashok Kumar,-0.5789,6,2,0.4342876,-10.439945
109,2023-06-23,Naayaadi,/wiki/Naayaadi,Aadharsh Madhikaandham,"Aadharsh Madhikaandham, Kadhambari, Fabby",Maya Creations,"Pachi Avudayappan ofABP Nadugave two stars out of five and stated that ""On the other hand, kudos to director Adarsh Madhikantham for taking up the story of Nayadi people which has never been told on screen"".[6]A critic fromMaalai Malarwrote that ""Director Aadesh has decided to take the story of Nayadi, a mountain people who lived in an earlier era. But he has made war by showing other things beyond the things required for the story.""[7].",,Aadharsh Madhikaandham,Arun,Mosses Daniel,-0.5647,6,2,3.5406795,1.3838006
110,2023-06-23,Paayum Oli Nee Yenakku,/wiki/Paayum_Oli_Nee_Yenakku,Karthik Adwait,"Vikram Prabhu,Vani Bhojan,Dhananjay",Karrthik Movie House,"Logesh Balachandran ofThe Times of Indiagave the film 2 out of 5 stars and wrote, ""The promising initial set-up makes us believe that we are in for an intense thriller, but within half-an-hour into the film, things fall apart.""[6]Siddarth Srinivas ofOnly Kollywoodgave it 3 out of 5 stars and wrote, ""Paayum Oli Nee Yenakku is a fine thriller that packs in some good sequences and keeps the ball rolling until the end.""[7]","Aravind is a smart young man who suffers fromnyctalopia. He has a supportive family and works in the cybersecurity field. He is planning for his cousin's wedding when weird attacks start happening and he loses his uncle, a father figure, to one such attack. How he tackles the problems with shortcomings in his sight forms the rest of the movie.",Karthik Adwait,Mahati Swara SagarSunny-Saketh,Sridhar,0.8338,6,5,-3.5979962,6.9863267
111,2023-06-23,Regina,/wiki/Regina_(2023_film),Domin D'Silva,"Sunainaa,Ananth Nag,Vivek Prasanna",Yellow Bear Productions,"Kirtana ofABP Nadugave one point five stars out of five and wrote that ""All in all, they made me feel like a mediocre movie that I have seen before"".[8]Anusha Sundar ofThe New Indian Expresswrote that ""There is an artificiality in the emotions, superficiality in characters, and reasoning behind their actions."" and gave one point five out of five rating.[9]Janani K ofIndia Todayrated 1.5 out of 5 and stated that ""Sunaina’s performance and her transformation do not attract our attention either"".[10]",,,Sathish Nair,Pavi K. Pavan,0.1002,6,3,-5.636594,-4.204683
112,2023-06-23,Thalainagaram 2,/wiki/Thalainagaram_2,V. Z. Durai,"Sundar C.,Pallak Lalwani,Thambi Ramaiah",Right Eye Theatres,"Logesh Balachandran ofThe Times of Indiagave 2 out of 5 stars and wrote, ""Thalainagaram 2could have been better if the team had worked a bit on the conflicts and the way things unfolded.""[13]Vikatangave the film a mixed review, noting it was an outdated gangster revenge story.[14]Manigandan K. R. ofThe South Firstgave 2.5 out of 5 stars and wrote ""Thalainagaram 2gets off to an impressive start but it fails to keep you interested right to the end.""[15]Pachi Avudayappan ofABP Nadugave 2.5 out of 5 stars and wrote ""It can be said that all the actors except Sundar C have played their characters perfectly""[16]A critic fromDinamalargave it 2.25 out of 5 stars and wrote, ""The climax was predictable.""[17]","Three deadly crime bosses, namely Nanjunda, Vamsi, and Maaran, exert control over different areas ofChennai. Maaran holds sway overNorth Chennai, Nanjunda dominatesSouth Chennai, and Vamsi reigns supreme inCentral Chennai. These individuals ascended to power through heinous means, resorting to acts of violence, including murder. By smuggling spirits into the country and killing the local councillor, Nanjunda expanded his empire, using his men to burn the bodies of his victims. Vamsi amassed a fortune through his betting business after killing hisjewelleryshop boss and the boss's wife. Maaran smuggled harbour goods and used women to gain control of the officers in the harbour. He didn't hesitate to eliminate an officer who posed a threat by gathering evidence against him.",V. Z. Durai,Ghibran,E. Krishnasamy,0.1027,6,3,0.10708533,5.1646338
113,2023-06-23,Thandatti,/wiki/Thandatti,Ram Sangaiah,"Pasupathy,Rohini,Vivek Prasanna",Prince Pictures,"Chandhini R ofCinema Expressgave it 2.5 out of 5 stars and wrote, ""Though the execution could seem all over the place, it certainly has the heart in the right place.""[15]Logesh Balachandran ofThe Times of Indiagave it 3 out of 5 stars and wrote, ""Thandattiis a fairly engaging watch — inventive and, at the same time, overly ambitious.""[16]Gopinath Rajendran ofThe Hinduwrote, ""Despite the film being far from perfect because of inconsistent writing, the few scenes that work do so perfectly.""[17]","The film begins with a police operation, where Constable Subramani, known for his hasty decisions, shoots a criminal when he tries to escape, earning the wrath of his superiors.",Ram Sangaiah,Songs:K. S. SundaramoorthyScore:Sam C. S.,Mahesh Muthuswami,0.9136,6,5,-2.0153315,11.272614
114,2023-06-29,Maamannan,/wiki/Maamannan,Mari Selvaraj,"Vadivelu,Udhayanidhi Stalin,Fahadh Faasil,Keerthy Suresh",Red Giant Movies,Maamannanreceived positive reviews from critics.[4][5],"Maamannan is anMLAbelonging to theDalitcommunity, who rose up the ranks from being a cadre of theSamathuva Samooganeedhi Makkal Kazhagam(SSMK) inSalem district,Tamil Nadu. Maamannan's son Athiveeran alias ""Veera"", is a practitioner ofAdimuraiwho stopped talking to his father owing to emotional and physical trauma caused by acasteist attackfrom members of the local dominant community in his childhood. Rathnavelu is the SSMK district secretary forSalemand younger son of late ex-minister Sundaram, from a dominant community. Rathnavelu had fought a hard fight after his father's death, using all means available to reach the position of district secretary, despite not holding a public office. Rathnavelu's brash, aggressive behaviour often develops loggerheads with Maamannan.",Mari Selvaraj,A. R. Rahman,Theni Eswar,0.5574,6,4,-7.222604,-3.2526195
115,2023-06-30,Kabadi Bro,/wiki/Kabadi_Bro,Sathish Jayaraman,"Sujann,Priyaa Lal,Singampuli",Anjhana Cinemas,"A critic fromDina Thanthiwrote that ""Director Satish Jayaraman captures the attention by moving the scenes of love and conflict in the background of Kabaddi game lively and lively.""[4].Nanthini ofVirakesarirated 2.5 out of 5 and gave mixed review.[5]",,Sathish Jayaraman,A J Daniel,E. Krishnasamy,0.5719,6,4,-4.5742416,1.5242786
116,2023-06-30,Kandathai Padikaathey,,Jothi Murugan,"Adhithya, Aryan Ravi, Vaishali Thaniga",BM Bully Movies,,,,,,,6,5,7.2780933,-4.069851
117,2023-06-30,Salmon 3D,/wiki/Salmon_3D,Shalil Kallur,"Vijay Yesudas, Jonita Doda,Rajiv Pillai",MJS Media,"A critic fromSamayamwrote that ""Rahul Menon and S Selvakumar's camerawork, Sid Sriram's singing and special effects are the standout experiences of Salmon"".[25]","Salmon 3Dis the story of Sarfarosh, wife Sameera and their daughter Shazaan settled in Dubai. A murder happens at a party that spoils every dream, but a power that knows the truth is the only hope of Sarfarosh.[11]",Shalil Kallur,Sreejith Edavana,Rahul Menon,0.1531,6,3,3.829463,-7.5484467
118,2023-07-07,Bumper,/wiki/Bumper_(film),M. Selvakumar,"Vetri,Shivani Narayanan,Hareesh Peradi",Vetha Pictures,"Logesh Balachandran ofThe Times of Indiarated 3 out of 5 and stated that ""Bumper has an interesting premise that helps hold the attention of the viewers, but it could have been much better if certain portions had been trimmed.""[14]Samayamcritic wrote that ""The bumper film is interesting. But it would have been better if some scenes were deleted."" and gave 3 out 5.[15]Jayabhuvaneshwari B ofCinema Expressgave 2 stars out of 5 stars and wrote that ""Bumperloses a jackpot due to its draggy screenplay and meandering away from the central plot.""[16]",,M. Selvakumar,Govind Vasantha,Vinothrathinasamy,0.9481,7,5,-7.9777584,7.1977053
119,2023-07-07,Chitharikkapattavai,,Ramkumar,"Ramkumar, Preethi, Thyagu",Visual Creation,,,,,,,7,5,-0.5732311,-8.827302
120,2023-07-07,Infinity,/wiki/Infinity_(2023_film),Sai Karthik,"Natty,Vidya Pradeep,Munishkanth",Menpani Productions,"Petchi avudaiappan ofABP Nadurated two out of five stars and wrote that ""Natraj is carrying the film as a one man army.""[4]Raghav Kumar ofKalki Onlinestated that ""An Average Thriller!""[5]Logesh Balachandran ofTimes of indiagave 1.5 stars and wrote that ""Natty's performance is the only saviour of the film, which has inconsistent background score and cinematography. Towards the end, the director even gives us a lead for the second part, making us fear the worst.""[6]",,Sai Karthik,Balasubramanian G,Saravanan Srii,-0.5411,7,2,-0.70810187,-2.7219856
121,2023-07-07,Kadapuraa Kalaikuzhu,/wiki/Kadapuraa_Kalaikuzhu,Raja Gurusamy,"Kaali Venkat,Munishkanth,Mime Gopi",Sakti Ciinee Productions,"A critic fromMaalai Malarstated that ""the Kaadapura Kalaikuzhu can be enjoyed."".[3]A critic fromDina Thanthistated that ""Director Raja Guruswamy has tried to tell a biographical story about the destruction of folk arts due to the arrival of western music and the livelihood of people who depend on it has become a concern."".[4]Hindu Tamil Thisaicritic rated two point five out of five stars and wrote that ""this group of artists is appealing because it speaks to the status of rural arts"".[5]Dinamalarcritic gave two points five stars out of five and gave mixed reviews.[6]",The film's cinematography was done by Vinoth Gandhi. The editing of the film was handled by Ram Gopi.[1]The trailer of the film was released on 19 July 2023.[2],Raja Gurusamy,Henry,Vinoth Gandhi,-0.7269,7,1,4.1177697,-2.5444376
122,2023-07-07,Rayar Parambarai,/wiki/Rayar_Parambarai,Ramnath,"Krishna,Sharanya R Nair, Anshula Dhawan",Chinnasamy Cine Creations,"Navein Darshan ofCinema Expressgave it 1 out of 5 stars and wrote, ""A rudderless talkathon in the guise of comedy.""[5]A critic fromMaalai Malargave the film a mixed review, stating that it ""lacks grip in the screenplay.""[6]A critic fromMinnambalamgave the film a mixed review.[7]",,,Ganesh Raghavendra,Vignesh Vasu,-0.4939,7,2,10.050507,1.5233064
123,2023-07-07,Vil Vithai,/wiki/Vil_Vithai,S. Hari Uthraa,"Arun Micheal Daniel, Arathya Gopalakrishnan, Guna",Uthraa Productions,"A critic fromDina Thanthiwrote that "" Director Hari Utra has tried to make it a socially conscious film. The compelling screenplay tells that women are being harassed in some places even though they have improved in the society.""[3]",,S. Hari Uthraa,AJ Alimirzaq,R. N. Shivakumar,-0.1531,7,3,-0.85457873,-4.7601476
124,2023-07-14,Annamalaiyin Porulu,,Ezhumalai,"Ezhumalai, Boys Rajan,Theepetti Ganesan",Munishwaran Films,,,,,,,7,5,-9.47922,-4.6228375
125,2023-07-14,Baba Black Sheep,/wiki/Baba_Black_Sheep_(2023_film),Rajmohan Arumugam,"Abdul Ayaz,Ammu Abhirami,RJ Vigneshkanth",Romeo Pictures,"Logesh Balachandran ofThe Times of Indiagave 2. 5 stars out of 5 and stated that ""Baba Black Sheep is a one-time watch, especially for 2K kids and those who want to revisit their school days.""[3]","A principal runs a school with a wall separating the Boys' school from thecoedschool. The Boys' school hosts a gang with Ayaz as the head. The Girls' chool has NP as the gang leader. The Principal dies suddenly, and the staff is unable to handle both schools. Instead, they combined the two. Eventually, a girl named Nila and Ayaz start to love each other. A fight breaks out between the gangs. Ayaz is given a TC and NP and her group come and save him, leading to the groups to unite.  Nila, Ayaz, and NP find a suicidal letter. Whose is it?",Rajmohan Arumugam,Santhosh Dhayanidhi,Sudarshan Srinivasan,0.0772,7,3,-0.6712012,0.8798778
126,2023-07-14,Maaveeran,/wiki/Maaveeran_(2023_film),Madonne Ashwin,"Sivakarthikeyan,Aditi Shankar,Yogi Babu",Shanthi Talkies,Maaveeranreceived positive reviews from critics.[36],"Sathya is a comic book artist who writes and illustrates a comic strip about a brave warrior namedMaaveeranfor the Tamil newspaperDhina Thee. However, he is also a coward who has been unable to stand up for himself, ever since his father was killed several years ago in his fight against the existing system. He allows an employee atDhina Theeto take credit forMaaveerandue to his cowardice. Nila, a sub-editor at the paper, takes a stand on Sathya's behalf, securing him the same job that he was being exploited for. Eventually, both fall in love.",Madonne AshwinChandhru Anbazhagan (dialogues),Bharath Sankar,Vidhu Ayyanna,0.5574,7,4,-2.5644424,0.31829837
127,2023-07-14,Netru Naan Indru Nee,,B. Nithianandam,"Aadit, Vinitha, Aravindraj",Appa Talkies,,,,,,,7,5,4.20172,-2.178318
128,2023-07-21,Aneethi,/wiki/Aneethi,Vasanthabalan,"Arjun Das,Dushara Vijayan,Arjun Chidambaram",Urban Boyz Studios,Aneethireceived positive reviews from critics.[19],The film starts with Thirumeni going into a house holding apickaxeand searching for Subbu.,Vasanthabalan,G. V. Prakash Kumar,A. M. Edwin Sakay,0.5574,7,4,-1.0056804,0.88354254
129,2023-07-21,Aval Appadithan 2,/wiki/Aval_Appadithan_2,Chidambaram,"Syed Abdagir, Sneha Parthibaraja, Rajeshwari",Yun Flicks,"The film was released on 21 July 2023 across theatres inTamil Nadu. A critic fromDina Thanthigave the film a positive review, praising the way the makers had shown female independence and social responsiility.[4]A reviewer fromKumudam, in contrast, gave the film a negative review.[5][6]",,Ra. Mu. Chidambaram,Aravind Siddharth,Vedha Selvam,0.3182,7,4,-10.53954,-0.54718953
130,2023-07-21,Echo,/wiki/Echo_(2023_film),Nawin Ghanesh,"Srikanth,Pooja Jhaveri,Vidya Pradeep",Sri Vishnu Visions,"The film was released on 21 July 2023 across Tamil Nadu. Reviewing the film, a critic fromMaalai Malarwrote the film ""was a good effort"".[8]A critic fromDina Thanthipraised the film's screenplay, while a critic fromRaj TValso gave the film a positive review, praising the director's handling of the script.[9][10]A critic fromChennai Visiongave 3.4 out of 5 ststing that it's a must watch thriller with excellent twists and turns giving audience a new experience.[11]",,,Naren Balakumar,Gopinath,0.8779,7,5,-2.8289,-1.2703357
131,2023-07-21,Kolai,/wiki/Kolai_(film),Balaji K. Kumar,"Vijay Antony,Ritika Singh,Meenakshi Chaudhary",Infiniti Film Ventures,"Janani K ofIndia Todayrated with 1.5/5 stars and wrote that ""In an attempt to give the murder mystery a stylised treatment, the story of 'Kolai' is compromised. Hence, there is no desired impact while watching the film"".[13]Kirubhakar Purushothaman ofIndian Expressrated the film with 1.5/5 stars and wrote ""Kolai ends up being a plastic film that is shallow and uninteresting.""[14]A critic fromThe Hinduwrote that ""Despite all the quirky cinematic techniques on show, Balaji Kumar’s film, starring Vijay Antony and Ritika Singh, only comes across as a staple whodunit with no attempt to subvert anything"".[15]The Times of Indiarated the film 3/5 stars and stated as ""An interesting yet slow-paced murder mystery thriller"".[16]","A singer and model Leila was murdered in her own apartment.The rest is a classic whodunit with potential suspects the boyfriend Sathish, modelling friend Arjun, a bombay Marketing Agent Aditya Kaushik and a thief Babloo.",Balaji K. Kumar,Girishh G.,Sivakumar Vijayan,-0.9155,7,1,10.5433235,-1.5694699
132,2023-07-21,Raakadhan,/wiki/Raakadhan,Dinesh Kalaiselvan,"Vamsi Krishna,Gayatri Rema,Riyaz Khan",Marudham Productions,"A critic fromDina Thanthiwrote that ""Dinesh Kalaichelvan is a talented director who shows the dark sides of the problems faced by men in the modeling industry in an interesting and lively way in friendship, love and thriller.""[5]Dinakarancritic gave mixed review[6]",,Dinesh Kalaiselvan,A Praveen Kumar,Manas Babhu Dr,0.9042,7,5,3.8538373,-8.249979
133,2023-07-21,Sathiya Sothanai,/wiki/Sathiya_Sothanai,Suresh Sangaiah,"Premji Amaren, Swayam Siddha,Reshma Pasupuleti",Super Talkies,The film received mixed to positive reviews from critics.,,Suresh Sangaiah,Songs:M. Ragu RaamScore:Deepan Chakaravarthy,R. V. Saran,0.34,7,4,-1.740117,2.08972
134,2023-07-21,Sync,/wiki/Sync_(film),Vikas Anand Sridharan,"Kishen Das,Monica Chinnakotla,Soundarya Bala Nandakumar",Mongoose Studios,,,Vikas Anand Sridharan,Abhijith Ramaswami,Shivram P. K.,,7,5,1.6294589,-9.630103
135,2023-07-28,Appatha,/wiki/Appatha,Priyadarshan,"Urvashi, Siddharth Babu,Aruldoss",Wide Angle Creations Production,"Praveen Sudevan ofThe Hinduwrote ""The difference between a sweet film and an annoying one lies in their contrasting effects on the audience. The former possesses the magical ability to captivate hearts, leaving viewers with a warm feeling long after the credits roll"".[6]P Sangeeta ofOTT Playgave 2.5 out of 5 stars and wrote ""Despite its flaws in terms of narration and character development, Appatha has moments that have our hearts. Veteran actress Urvashi is a delight to watch and that's a good enough reason to watch the film"".[7]Avinash G Ram ofVijaya Karnatakagave 3 out of 5 stars and says ""The dog of the son's house welcomes the father who leaves the city and comes to his son's house in the city! The mother-in-law has to leave the mother with the dog at home and go on a trip. The story is about how Dad is in such a situation"".[8]Rajesh Duggumane ofTV9 Kannadawrote ""There is a need to do. Despite some of these limitations, animal lovers, those who like emotional stories, those who want heart-burning laughs can enjoy this movie"".[9]A critic fromAnanda Vikatanwrote that ""Appatta's witty verses with her husband's photo and verses about the changing diet with the changing times are delightful and bring a smile to the lips. For the first hour, everything falls into place and the screenplay moves into a feel-good film. After an hour of melodrama, the screenplay derails"".[10]","The plot revolves around a rural mother (Urvashi) to visit her son (Sam) who dwells in a city. The mother finds difficult to adapt the city lifestyle and she was left alone with her son's dog on one day. Initially, she was frightened by the dog and it turns the house into a mess. Later, the mother and dog share a bond. The story ends in a heart-warming note where mother finds an identity for herself after being yelled by her son on a stage.",John BrittoHardik GajjarDeepthi Govindarajan,Rajesh Murugesan,Madhu Ambat,0.9908,7,5,-1.7922561,-7.012003
136,2023-07-28,Aramudaitha Kombu,,Jackson Raj,"Ananda Kumar, Jesi Rathnavathy, Shanmuga Sundaram",US Fruits,,,,,,,7,5,7.8133464,3.1858606
137,2023-07-28,DD Returns,/wiki/DD_Returns,S. Prem Anand,"Santhanam,Surbhi,Redin Kingsley",RK Entertainment,"Logesh Balachandran ofThe Times of Indiagave the film 3.5 out of 5 stars and wrote, ""Except for the first few minutes, the film is undoubtedly a fun ride for movie lovers looking for a clean entertainer for the weekend.""[11]Pechi Aavudaiyappan ofABP Live Tamilgave the film a positive review and noted that Santhanam gave another hit film with this horror comedy film.[14]","In mid-2019,Rambhalaannounced his intentions of making a third part to hisDhilluku Dhuddufilm series featuringSanthanamin the lead role and was referred to asDhilluku Dhuddu 3during production. The film was reported to be shot in 3D and expected to be produced by Chowdhary of 18 Reels Entertainment.[2][3]Following a period of stagnation, Rambhala's assistant Prem Anand took over as the project director in early 2022, following creative differences between the director and Santhanam.[4]The film subsequently marked the second project of Prem Anand, who had earlier worked with Santhanam on the comedy seriesLollu Sabhaand had co-directed the filmInimey Ippadithan(2015).[5]",S.Prem Anand,OfRo,Dipak Kumar Padhy,0.914,7,5,-6.179354,6.463985
138,2023-07-28,Dinosaurs,/wiki/Dinosaurs_(film),M. R. Madhavan,"Udhay Karthik,Rishi Rithvik,Saipriya Deva",Galaxy Pictures,"Logesh Balachandra ofThe Times of Indiastated that ""Overall, DieNoSirs delivers an ambitious and engaging gangster-drama experience, offering both highs and lows along the way"" and gave 3 stars of 5 stars.[5]A critic fromNakkheeranwrote that ""If the second half had given the same goosebumps as the first half, the film would have been talked about even more. However, some episodes that are seen here and there in the entire film are well made and make us enjoy the film.""[6]Shameena Parveen ofSamayamgave 3 stars out of 5 and state dthat ""The director has given a different take on the already familiar gangster drama.""[7].ABP Naducritic rated 3 out of 5 and gave mixed reviews[8]",,M. R. Madhavan,Bobo Shashi,Jones V. Anand,0.7845,7,5,0.60079455,3.99753
139,2023-07-28,LGM,/wiki/LGM_(film),Ramesh Thamilmani,"Harish Kalyan,Nadhiya,Ivana",Dhoni Entertainment,"Logesh Balachandran ofThe Times of Indiagave the film 2 out of 5 stars and wrote, ""It's just yet another below average romantic drama that gives nothing to take back home.""[15]Janani K ofIndia Todaygave it 1 out of 5 stars and considered the film to be a poorly made romantic drama that serves as the right example of ""not all good ideas make it great on the table"".[16]","The movie begins with Gautham, a software engineer, proposing marriage to his colleague and girlfriend Meera during their second love anniversary, with Meera agreeing to the proposal. Both sets of parents, including Gautham's widowed mother Leela, meet to finalise the alliance, but when Meera realises that Gautham expects her to live in his home along with Leela post marriage, she calls off the wedding, leaving Gautham and Leela angry and frustrated. Meera eventually reconciles with Gautham and agrees to the marriage on one condition; she wants to go on a trip toCoorgwith her family as well as Gautham's family so that both families, particularly she and Leela, can interact and get to know each other well before the marriage. If she is not able to get along with Leela during the trip, she and Gautham would part ways as friends. While Gautham agrees to the condition, he lies to his mother that he is taking her on an ""office trip"" with his colleagues, due to which he is forced to take his best friend Vijay with him.",,Ramesh Thamilmani,Viswajith Odukkathil,0.796,7,5,9.80752,2.6432188
140,2023-07-28,Love,/wiki/Love_(2023_film),R. P. Bala,"Bharath,Vani Bhojan,Vivek Prasanna",RP Films,"Logesh Balachandran ofThe Times of Indiagave the film 2.5 out of 5 stars and wrote, ""Lovewould have been an interesting murder mystery if RP Bala had brought in a few more solid conflicts without too many twists and turns.""[11]Chandhini R ofCinema Expressgave it 2 out of 5 stars and wrote, ""Lovecould have matched up with the impact that the original created, if only it stayed true to the original's narrative, importantly, in the second half and embraced the beauty that lies in self-interpretations and observations instead of overcooking the plot to simplify it for a new audience.""[12]",,,Ronnie Raphael,P. G. Muthiah,0.6613,7,5,-11.182455,1.6493969
141,2023-07-28,Pizza 3: The Mummy,/wiki/Pizza_3:_The_Mummy,Mohan Govind,"Ashwin Kakumanu, Pavithrah Marimuthu,Gaurav Narayanan",Thirukumaran Entertainment,,"At the start of the movie, a man comes home with a gift for his daughter, which is a Barbie Doll. His son also finds a camera. The husband then pulls out a mini-mummy sarcophagus statue, a miniature resemblance of the one that of King Tut. His wife jokingly tells him that he is taking too much of these. After some time of taking the a Mummy statue out, the electricity goes out in the house. The wife lights up candles in the house, while the son is recording with the camera. The daughter then asks for a bedtime story. When the dad tries to tell an Indian story of an elephant leg caught in a crocodile's mouth, the second son requests a horror story. The father agrees, ignoring his wife's protests. He tells a story of when he was in 11th or 12th grade, he was playing basketball when one of the players had a stroke. Within a few days, he passes away. Some people say that his spirit goes to the basketball court and bounces a basketball. The second son then tells the father that people said he pushed the player down, causing him to get the stroke. The father gets worried at this comment, makes the first son stop recording puts away the camera, and tells the kids to go to bed. After a few hours, a singing toy mysteriously turns on. The father wakes up to turn it off. When he goes downstairs, he hears the sound of a basketball being bounced. When he takes a flashlight and looks in the mirror, he sees the image of the player he pushed in the reflection but sees nobody in person. After that, the player then hits the father, in which the father dies.",,Arun Raj,Prabhu Raghav,,7,5,-7.2524037,-4.9867554
142,2023-07-28,Terror,,Arasu,"Arasu, Suhana Gowda,Karate Raja",R Pictures International,,,,,,,7,5,7.983067,-6.2826757
143,2023-07-28,Yokkiyan,,Saiprabha Meena,"Jai Akash, Kushi Mugar,Chaams",Moon Star Pictures,,,,,,,7,5,8.98103,-3.3744557
144,2023-08-04,Kallarai,,A. B. R.,"Sogoramesh, Deepthi Dewan, Pudhupettai Suresh",Good News Films,,,,,,,8,5,9.961171,-0.5929118
145,2023-08-04,Lockdown Diarie,,Jolly Bastian,"Vihaan Jolly,Neha Saxena, Sahana Sajad",Ankitha Productions,,,,,,,8,5,7.458162,-0.8444983
146,2023-08-04,Priyamudan Priya,/wiki/Priyamudan_Priya,A. J. Sujith,"Ashok Kumar,Leesha Eclairs,Suresh",Golden Glory Movies,"Prior to its theatrical release, the film was shown at international film festivals including the PIFFA International Film Festival held in Malaysia.Ashok Kumarwon the best actor award for his performance in the film at the ceremony.[10][11]",,A. J. Sujith,Srikanth Deva,Sha,0.9246,8,5,0.15453579,-1.9958981
147,2023-08-04,Saandrithazh,/wiki/Saandrithazh,J. V. R.,"Harikumar,Roshan Basheer, Ashika",Vettrivel Cinemas,"The film was released on 4 August 2023 across Tamil Nadu.[2]A critic fromDina Thanthinoted that the film had an ""ambitious script"".[3]A review fromMaalai Malarnoted that there was ""a lot to fix"".[4]","Karuvarai village is a prime example of a perfect village: a village with CCTV cameras that prevent crime. Upon noticing this, the government announces the president's award but the villagers refuse, leading to a conflict between the villagers and government ministers.",,Baiju Jacob,S. S. Ravimaaran Shivan,0.25,8,4,4.4168773,3.2102547
148,2023-08-04,Web,/wiki/Web_(2023_film),N. Haroon Rasheed,"Natty,Shilpa Manjunath,Rajendran",Velan Productions,The film was released on 4 August 2023.[5][6],,Haroon,Karthik Raja,Christopher Joseph,0.0,8,3,3.1064587,-0.55023277
149,2023-08-10,Jailer,/wiki/Jailer_(2023_Tamil_film),Nelson,"Rajinikanth,Vinayakan,Ramya Krishnan,Vasanth Ravi",Sun Pictures,"On thereview aggregatorwebsiteRotten Tomatoes, 43% of 7 critics' reviews are positive, with an average rating of 6.7/10.[62]","Muthuvel Pandian is a retired police officer who lives inKodambakkamwith his family. Muthuvel's son,ACPArjun, is investigating Varman, an eccentric gangster operating from his base of operations inArakkonam, who smuggles idols of gods and sells them to buyers overseas. Arjun confronts Varman's henchman, Seenu, and demands him about the whereabouts of Varman. While getting close to nabbing Varman, Arjun suddenly goes missing, and the police department covers this up by spreading word that he may have committed suicide due to the stress of the job.",Nelson Dilipkumar,Anirudh Ravichander,Vijay Kartik Kannan,0.34,8,4,0.5777096,5.3944035
